compid;dhid;midx;midy;midz;topx;topy;topz;botx;boty;botz;sample;from;to;length;tcu_sond;ascu_sond;cnscu_sond;rescu_sond;rs_sond;ri_sond;lito;alte;mine;ZMIN_BT;ugm_acido;ugm_extrac_cu;fase_cb23_v07;year_cb2023_v07;tcu_cab;ascu_cab;cnscu_cab;rescu_cab;rs_cab;ri_cab;cusfe%_cab;S%_cab;fes%cab;als%cab;mns%cab;mgs%cab;cas%cab;fet%_cab;ext_cu_anal_bt;ext_cu_calc_bt;ext_cu_cabrip_bt;ext_cu_cabsol_bt;ext_cu_ripsol_bt;can_bt;cab_bt;conc_cu_g/l;conc_fe_g/l;conc_Mn_mg/l;conc_Mn_g/l;conc_Mg_mg/l;conc_Mg_g/l;conc_Al_mg/l;conc_Al_g/l;conc_Ca_mg/l;conc_Ca_g/l;conc_Cl_mg/l;conc_Cl_g/l;conc_SO4_g/l;Eh mV;conc_fe+2_g/l;conc_fe+3_g/l;tcu_rip;ascu_rip;cnscu_rip;rescu_rip;rs_rip;ri_rip;cusfe%_rip;S%_rip;fes%rip;als%rip;mns%rip;mgs%rip;cas%rip;fet%_rip
CR;ZR-2244;93841.263;22466.809;3162.928;93842.195;22468.53;3166.416;93840.34;22465.093;3159.435;GMCOMP02-636;200;208;8;1.133;0.181;0.919;0.021;0.971;0.019;PRG;QSE;SSE;SSE;2;2;-99;-99;1.088;0.163;0.898;0.01;0.975;0.009;;1;0.087;0.101;0.001;0.008;;0.81;;;95.9;95.4;95.9;-1.8;14.2;4.9308;3.1;15.2;0.0152;152;0.152;282;0.282;425.6;0.4256;51145;51.15;20.786;718;1.13;1.924;0.045;0.027;0.018;0.008;1;0.18;;1.04;0.053;0.039;0.0005;0.006;;0.78
CR;ZR-2230;93811.426;22497.942;3178.021;93812.577;22498.887;3181.733;93810.272;22496.998;3174.309;GMCOMP02-637;164;172;8;0.52;0.094;0.404;0.014;0.958;0.027;PRG;QSE;SSE;SSE;2;2;-99;-99;0.52;0.113;0.388;0.01;0.963;0.019;;1.23;0.12;0.165;0.001;0.008;;1.34;;;95.6;89.3;95.3;4.9;12;3.0903;3.1;14.6;0.01462;;0.15245;;0.558;;0.4213;50914;50.91;22.453;726;0.87;2.228;0.023;0.022;0.006;0.005;1.22;0.22;;1.26;0.04;0.073;0.0005;0.004;;1.25
CR;ZR-2230;93803.945;22491.726;3153.909;93805.09;22492.697;3157.616;93802.805;22490.741;3150.203;GMCOMP02-638;190;198;8;0.438;0.085;0.33;0.009;0.947;0.021;PRG;QSE;SSE;SSE;2;2;-99;-99;0.445;0.092;0.295;0.008;0.87;0.018;;0.64;0.154;0.165;0.002;0.014;;0.87;;;96.2;88.7;95.9;6.2;12.3;2.8281;3.3;15.4;0.015351;;0.16842;;0.492;;0.4155;48766;48.77;21.321;726;0.82;2.452;0.017;0.005;0.007;0.006;0.71;0.35;;0.68;0.074;0.069;0.0005;0.006;;0.82
CR;ZR-2230;93798.83;22487.251;3137.241;93799.964;22488.256;3140.943;93797.698;22486.241;3133.54;GMCOMP02-639;208;216;8;0.666;0.07;0.582;0.01;0.979;0.015;ZPY;QSE;SSE;SSE;2;2;-99;-99;0.69;0.06;0.596;0.007;0.951;0.01;;0.66;0.198;0.077;0.002;0.007;;0.72;;;97.3;92.2;97.1;1;10.8;3.6852;3.3;16.6;0.016609;;0.1532;;0.294;;0.38;43347;43.35;14.036;724;0.83;2.428;0.019;0.004;0.008;0.005;0.63;0.26;;0.69;0.061;0.029;0.0005;0.005;;0.57
CR;ZR-2224;93675.716;22435.561;3151.646;93677.96;22437.744;3154.136;93673.437;22433.367;3149.198;GMCOMP02-640;242;250;8;1.456;0.132;1.202;0.078;0.916;0.054;PRG;QSE;SSE;SSE;2;2;-99;-99;1.428;0.158;1.233;0.012;0.974;0.008;;1.64;0.145;0.11;0.003;0.022;;1.45;;;93.6;94.4;93.7;-2.5;18.3;5.747;3.1;18.9;0.0189;204.2;0.2042;214;0.214;359;0.359;;46.77;20.806;716;0.96;2.119;0.093;0.054;0.038;0.011;0.99;0.12;;1.66;0.057;0.045;0.0005;0.004;;1.34
CR;ZR-1508;92263.979;21713.658;2906.428;92264.702;21712.618;2910.222;92263.265;21714.683;2902.628;GMCOMP02-641;212;220;8;0.623;0.468;0.015;;0.775;;AND;BIO;CUO;CUO;4;3;9;2026;0.602;0.428;0.027;0.073;0.756;0.121;;0.33;0.265;0.185;0.061;0.118;;3.14;;;78;72.1;76.6;11.8;18.6;3.0223;3.6;208.8;0.2088;504.7;0.5047;465;0.465;954.5;0.9545;;44.48;21.65;719;0.87;2.74;0.137;0.038;0.05;0.045;0.64;0.33;;0.24;0.131;0.081;0.002;0.041;;3.92
CR;ZR-1508;92261.48;21717.246;2893.128;92262.194;21716.221;2896.928;92260.766;21718.271;2889.328;GMCOMP02-642;226;234;8;0.7;0.203;0.335;;0.769;;LPF;QSE;CUO;SSE;4;3;9;2026;0.694;0.224;0.354;0.073;0.833;0.105;;0.52;0.199;0.116;0.003;0.067;;1.79;;;82.5;77.3;81.6;7.4;15.7;3.3612;3.2;19.9;0.0199;421.2;0.4212;36.9;0.037;977.8;0.9778;60769;60.77;22.288;723;0.88;2.343;0.125;0.038;0.025;0.061;0.5;0.49;;0.35;0.091;0.047;0.0005;0.022;;1.84
CR;ZR-1323;92717.738;21619.305;2911.337;92717.75;21619.102;2915.332;92717.726;21619.507;2907.342;GMCOMP02-643;150;158;8;1.403;0.13;0.828;;0.683;;LPF;POT;SSE;SSE;1;2;9E;2025;1.5;0.295;0.862;0.283;0.771;0.189;;0.7;0.349;0.092;0.004;0.057;;2.6;;;75.8;76.6;76;2.7;20.4;5.2223;3.1;22.1;0.0221;410;0.41;221.2;0.221;596.7;0.5967;50535;50.53;21.691;709;1.18;1.917;0.371;0.041;0.094;0.181;0.36;0.49;;0.78;0.127;0.055;0.0005;0.032;;2.81
CR;ZR-1323;92717.64;21620.801;2881.375;92717.655;21620.607;2885.37;92717.625;21620.996;2877.379;GMCOMP02-644;180;188;8;0.74;0.063;0.355;;0.565;;LPF;POT;SSE;SSE;1;2;9E;2027;0.758;0.044;0.386;0.254;0.567;0.335;;1.12;0.203;0.101;0.003;0.071;;2.54;;;58.5;49.6;54.4;8.7;14.5;2.77433;3.5;22.7;0.02274;;0.477;;0.333;;0.7664;50057;50.06;22.082;719;0.94;2.605;0.32;0.042;0.03;0.234;0.23;0.73;;1.12;0.096;0.027;0.0005;0.015;;2.53
CR;ZR-1735;92628.852;21558.613;2899.002;92628.815;21558.586;2903.001;92628.888;21558.64;2895.002;GMCOMP02-645;42;50;8;0.563;0.245;0.165;;0.728;;LPF;QSE;CUO;CUO;4;3;9E;2025;0.543;0.253;0.153;0.077;0.748;0.142;;0.3;0.09;0.058;0.004;0.039;;3.22;;;78.6;68.8;76.2;8.9;14.7;2.73102;3.4;42.3;0.04225;;0.46945;;0.382;;0.9646;50422;50.42;21.321;719;0.9;2.466;0.118;0.043;0.006;0.046;0.42;0.39;;0.24;0.076;0.032;0.0005;0.019;;2.85
CR;ZR-1735;92628.969;21558.703;2885.002;92628.941;21558.68;2889.002;92628.996;21558.727;2881.003;GMCOMP02-646;56;64;8;0.838;0.145;0.393;;0.642;;LPF;QSE;SSE;SSE;3;1;9E;2025;0.826;0.171;0.331;0.235;0.608;0.285;;2.02;0.092;0.04;0.005;0.021;;3.5;;;70.8;75.1;72;6.7;16.3;3.721955;3.5;53.4;0.0534;;0.37485;;0.348;;0.9727;46618;46.62;19.489;722;0.84;2.699;0.244;0.075;0.012;0.152;0.36;0.62;;2.05;0.084;0.026;0.002;0.015;;3.62
CR;ZR-1736;92750.519;21576.412;2904.99;92751.114;21575.744;2908.889;92749.925;21577.08;2901.091;GMCOMP02-647;36;44;8;1.232;0.275;0.618;;0.725;;BXP;QSE;SSE;SSE;3;2;9E;2025;1.335;0.252;0.799;0.15;0.787;0.112;;0.92;0.067;0.053;0.042;0.125;;3.42;;;68.7;70.3;69.2;26.9;41.4;4.7088;3.2;322.4;0.3224;832.6;0.8326;228;0.228;1063.2;1.0632;49152;49.15;24.202;678;1.94;1.235;0.421;0.208;0.085;0.09;0.7;0.21;;1.34;0.158;0.083;0.013;0.121;;3.82
CR;ZR-1331;92586.695;21419.196;2892.04;92587.505;21419.775;2895.914;92585.885;21418.616;2888.166;GMCOMP02-648;176;184;8;0.993;0.205;0.527;;0.737;;BXP;QSE;SSE;SSE;3;2;9E;2025;1.089;0.257;0.688;0.091;0.868;0.084;;1.53;0.05;0.042;0.001;0.074;;3.12;;;82.9;84.6;83.2;7.7;21.9;4.63;2.9;20.5;0.0205;761.4;0.7614;203;0.203;1066.5;1.0665;48211;48.21;22.082;712;1;1.938;0.188;0.109;0.015;0.054;0.66;0.29;;1.55;0.162;0.062;0.002;0.045;;3.52
CR;ZR-1950;93412.039;22098.975;3040.828;93413.813;22097.292;3043.993;93410.265;22100.659;3037.663;GMCOMP02-649;8;16;8;0.605;0.147;0.405;;0.912;;AND;QSE;SSE;SSE;3;1;8;2024;0.96;0.309;0.474;0.075;0.816;0.078;;14.09;0.02;0.021;0.0005;0.008;;11.92;;;81.2;76.8;80.3;-3;8.4;4.0449;3.6;20.4;0.0204;204.5;0.2045;182;0.182;795.9;0.7959;51939;51.94;26.116;724;1.01;2.626;0.184;0.096;0.047;0.042;0.78;0.23;;14.28;0.164;0.047;0.002;0.005;;11.93
CR;ZR-2096;92289.756;21678.546;2861.627;92290.697;21677.752;2865.433;92288.781;21679.364;2857.835;GMCOMP02-650;112;120;8;0.564;0.144;0.205;0.189;0.619;0.335;LPF;CLO;SSE;SSE;1;2;9;2027;0.548;0.144;0.223;0.145;0.67;0.265;;0.61;0.055;0.039;0.012;0.022;;1.53;;;74.6;76.6;75.1;7.7;14.1;2.86;3.3;130.8;0.1308;405.4;0.4054;341;0.341;1150.3;1.1503;50549;50.55;12.039;720;0.91;2.433;0.142;0.009;0.022;0.101;0.22;0.71;;0.5;0.254;0.07;0.005;0.03;;1.62
CR;ZR-2129;92606.044;21411.289;2861.496;92606.037;21411.201;2865.495;92606.05;21411.376;2857.497;GMCOMP02-651;36;44;8;0.713;0.402;0.211;0.08;0.86;0.112;AND;BIO;CUO;CUO;4;3;9;2027;0.711;0.364;0.225;0.086;0.828;0.121;;0.16;0.106;0.113;0.006;0.073;;2.79;;;86.2;92.4;87;12.4;22.5;3.6992;3.2;56.5;0.0565;581.2;0.5812;530;0.53;1088.1;1.0881;50984;50.98;21.527;709;1.09;2.154;0.1;0.024;0.029;0.03;0.53;0.3;;0.15;0.268;0.171;0.004;0.095;;3.53
CR;ZR-2129;92606.01;21411.56;2851.5;92606.044;21411.431;2855.498;92605.977;21411.69;2847.503;GMCOMP02-652;46;54;8;0.462;0.069;0.285;0.102;0.766;0.221;AND;BIO;SSE;SSE;1;1;12;2029;0.452;0.037;0.255;0.101;0.646;0.223;;0.28;0.102;0.08;0.002;0.047;;3.75;;;70.6;75.1;71.8;13;18.2;2.6899;3.8;25.3;0.0253;540.6;0.5406;417;0.417;964.8;0.9648;51307;51.31;20.559;714;1.13;2.623;0.134;0.041;0.013;0.069;0.4;0.51;;0.37;0.267;0.136;0.004;0.068;;4.11
CR;ZR-1950;93407.603;22103.185;3032.916;93409.377;22101.501;3036.081;93405.86;22104.861;3029.73;GMCOMP02-653;18;26;8;0.968;0.107;0.767;;0.903;;BXP;QSE;SSE;SSE;3;2;8;2024;0.511;0.177;0.269;0.03;0.873;0.059;;9.27;0.027;0.036;0.0005;0.013;;7.78;;;74.9;75.5;75.1;-0.1;5.8;2.9942;3.9;19.2;0.01917;;0.20459;;0.226;;1.1529;52563;52.56;24.243;727;1.01;2.934;0.131;0.081;0.026;0.02;0.82;0.15;;8.93;0.19;0.062;0.002;0.007;;7.61
CR;ZR-1950;93382.128;22129.823;2980.613;93383.623;22128.159;2983.928;93380.724;22131.45;2977.239;GMCOMP02-654;82;90;8;0.775;0.075;0.398;;0.61;;AND;QSE;SSE;SSE;3;1;8;2025;0.75;0.158;0.276;0.239;0.579;0.319;;0.88;0.081;0.042;0.001;0.017;;1.84;;;65.1;63.1;64.4;10;17.3;3.199;3.5;26.7;0.0267;432.7;0.4327;350;0.35;657.1;0.6571;50429;50.43;14.262;725;0.83;2.699;0.264;0.067;0.031;0.16;0.37;0.61;;0.84;0.185;0.074;0.002;0.028;;1.72
CR;ZR-1809;93206.818;20749.408;3070.106;93206.785;20749.395;3074.106;93206.85;20749.42;3066.106;GMCOMP02-655;98;106;8;0.797;0.297;0.048;;0.433;;AND;QSE;CUO;CUO;4;3;12;2026;0.762;0.361;0.25;0.16;0.802;0.21;;0.32;0.175;0.16;0.003;0.07;;2.83;;;45.5;40.3;42.5;13.5;18.2;2.8259;3.3;33.7;0.0337;467.5;0.4675;597;0.597;1200.2;1.2002;52198;52.2;11.484;722;0.76;2.496;0.418;0.079;0.018;0.308;0.23;0.74;;0.34;0.269;0.228;0.005;0.065;;3.15
CR;ZR-1809;93206.899;20749.456;3054.107;93206.916;20749.445;3058.106;93206.866;20749.467;3050.107;GMCOMP02-656;114;122;8;1.117;0.135;0.868;;0.898;;AND;QSE;SSE;SSE;3;1;12;2026;1.088;0.197;0.753;0.021;0.873;0.019;;1.46;0.165;0.165;0.005;0.069;;3.38;;;87;90.7;87.4;7.9;23.1;5.0138;3.1;29.3;0.0293;390.6;0.3906;513;0.513;985.8;0.9858;50591;50.59;11.381;712;0.86;2.268;0.143;0.093;0.014;0.023;0.75;0.16;;1.54;0.237;0.178;0.005;0.051;;3.78
CR;ZR-1707;93030.753;20658.44;3059.758;93030.818;20658.455;3063.757;93030.689;20658.425;3055.758;GMCOMP02-657;96;104;8;0.815;0.385;0.087;;0.579;;AND;QSE;CUO;CUO;4;3;13;2029;0.775;0.396;0.14;0.189;0.692;0.244;;0.21;0.218;0.248;0.028;0.077;;4.8;;;64.3;63.7;64.1;16.08;23.69;3.6541;3.2;109.4;0.1094;387.2;0.3872;798;0.798;1123.5;1.1235;50844;50.84;19.963;720;0.69;2.49;0.278;0.086;0.011;0.222;0.35;0.8;;0.32;0.275;0.278;0.01;0.08;;5.24
CR;ZR-2157;93144.59;20686.782;3066.517;93145.228;20686.169;3070.418;93143.965;20687.387;3062.613;GMCOMP02-658;72;80;8;0.605;0.294;0.043;0.248;0.557;0.41;AND;QSE;CUO;CUO;4;3;12;2026;0.664;0.332;0.064;0.181;0.596;0.273;;0.04;0.21;0.209;0.024;0.088;;4.03;;;50.4;50.8;50.6;14.96;20.16;3.0541;3.5;102.1;0.1021;464.4;0.4644;702;0.702;965.4;0.9654;53616;53.62;18.995;720;0.79;2.687;0.332;0.063;0.016;0.288;0.24;0.87;;0.13;0.247;0.23;0.01;0.086;;4.3
CR;ZR-1693;93207.298;20695.932;3077.154;93207.333;20695.972;3081.153;93207.263;20695.891;3073.154;GMCOMP02-659;88;96;8;0.855;0.26;0.035;;0.345;;AND;QSE;CUO;SSE;4;3;12;2026;0.821;0.22;0.248;0.355;0.57;0.432;;0.05;0.176;0.203;0.004;0.092;;3.12;;;24.6;27.8;27;14.8;18.3;2.5059;3.6;33.7;0.0337;554;0.554;691;0.691;1140.5;1.1405;50289;50.29;11.463;720;0.75;2.802;0.62;0.092;0.023;0.49;0.19;0.79;;0.15;0.253;0.231;0.005;0.081;;3.34
CR;ZR-1693;93207.157;20695.769;3061.155;93207.192;20695.81;3065.155;93207.122;20695.729;3057.156;GMCOMP02-660;104;112;8;1.11;0.233;0.703;;0.843;;AND;QSE;SSE;SSE;3;1;12;2026;1.181;0.253;0.784;0.044;0.878;0.037;;1.6;0.208;0.212;0.007;0.098;;3.83;;;84.8;79.4;83.9;9.6;24;4.8452;3.1;31.3;0.03131;;0.39923;;0.444;;0.9523;58102;58.1;22.062;710;0.89;2.184;0.181;0.104;0.014;0.103;0.65;0.57;;1.57;0.281;0.249;0.008;0.079;;4.31
CR;ZR-2151;93257.463;20701.767;3077.608;93258.143;20701.067;3081.487;93256.785;20702.463;3073.728;GMCOMP02-661;14;22;8;1.01;0.237;0.578;0.174;0.807;0.172;AND;QSE;SSE;SSE;3;1;12;2026;1.066;0.283;0.563;0.1;0.794;0.094;;1.56;0.203;0.203;0.003;0.085;;4.41;;;72.9;66.9;71.1;11.7;22.7;4.0075;3.1;19.6;0.01957;;0.37349;;0.49;;0.8972;52304;52.3;21.835;713;0.83;2.307;0.292;0.089;0.016;0.215;0.36;0.74;;1.58;0.23;0.209;0.003;0.07;;4.45
CR;ZR-2151;93253.432;20705.913;3054.315;93254.1;20705.223;3058.198;93252.764;20706.603;3050.432;GMCOMP02-662;38;46;8;1.494;0.278;1.128;0.047;0.941;0.031;AND;QSE;SSE;SSE;3;1;12;2026;1.528;0.256;1.21;0.025;0.959;0.016;;2.12;0.193;0.191;0.006;0.087;;4.41;;;79.9;83.4;80.6;10.7;30.3;5.9648;3.2;33.9;0.0339;412.7;0.4127;479;0.479;857.2;0.8572;52620;52.62;22.226;702;1.18;1.991;0.308;0.243;0.032;0.027;0.89;0.09;;2.16;0.286;0.257;0.007;0.069;;5.19
CR;ZR-1695;93305.859;20671.881;3088.833;93306.51;20671.145;3092.71;93305.236;20672.597;3084.947;GMCOMP02-663;82;90;8;0.738;0.275;0.025;;0.407;;AND;QSE;CUO;SSE;4;3;12;2026;0.703;0.232;0.243;0.301;0.676;0.428;;0.11;0.155;0.167;0.002;0.086;;5.05;;;27.4;23.7;24.6;15.3;17.9;2.30318;3.1;22.6;0.022609;;0.488892;;0.654;;1.0654;50858;50.86;11.689;722;0.78;2.335;0.511;0.101;0.023;0.425;0.24;0.83;;0.23;0.407;0.404;0.005;0.117;;5.39
CR;ZR-1695;93301.81;20676.533;3063.575;93302.433;20675.817;3067.461;93301.19;20677.248;3059.688;GMCOMP02-664;108;116;8;0.897;0.14;0.652;;0.883;;AND;QSE;SSE;SSE;3;1;12;2026;0.854;0.177;0.595;0.03;0.904;0.035;;1.71;0.228;0.231;0.003;0.099;;4.32;;;86.5;88.4;86.7;15.02;26.64;4.0287;3;17.4;0.0174;374.4;0.3744;581;0.581;985.8;0.9858;51054;51.05;21.156;708;0.98;2;0.118;0.06;0.009;0.03;0.58;0.25;;1.71;0.258;0.256;0.003;0.003;;4.57
CR;ZR-1695;93298.737;20680.097;3044.136;93299.351;20679.385;3048.024;93298.124;20680.81;3040.248;GMCOMP02-665;128;136;8;0.83;0.092;0.65;;0.894;;AND;QSE;SSE;SSE;3;1;12;2027;0.814;0.125;0.624;0.011;0.92;0.014;;1.33;0.099;0.091;0.002;0.035;;3.82;;;90.2;92.9;90.5;14.1;25.7;4.0708;3.2;2.2;0.0022;358.8;0.3588;556;0.556;923.2;0.9232;49910;49.91;20.518;709;0.99;2.17;0.081;0.049;0.008;0.017;0.7;0.21;;1.42;0.277;0.261;0.004;0.004;;3.77
CR;ZR-1961;93252.92;20628.554;3073.776;93253.345;20628.04;3077.72;93252.495;20629.068;3069.832;GMCOMP02-666;90;98;8;0.782;0.41;0.037;;0.572;;AND;QSE;CUO;CUO;4;3;12;2026;0.759;0.493;0.062;0.14;0.731;0.184;;0.44;0.074;0.078;0.003;0.03;;2.84;;;55.7;47.1;51.5;13.8;19.3;2.7521;3.2;41.5;0.0415;409.8;0.4098;464;0.464;1002.4;1.0024;51223;51.22;19.592;726;0.03;3.17;0.344;0.07;0.013;0.294;0.24;0.85;;0.48;0.185;0.167;0.004;0.004;;2.74
CR;ZR-1961;93250.794;20631.124;3054.056;93251.219;20630.61;3058;93250.285;20631.701;3050.131;GMCOMP02-667;110;118;8;0.675;0.12;0.42;;0.8;;AND;QSE;SSE;SSE;3;1;12;2026;0.756;0.152;0.515;0.043;0.882;0.057;;1.75;0.074;0.069;0.003;0.029;;3.51;;;82.3;77.7;81.4;13.3;22.3;3.5847;3.2;40.3;0.0403;415.7;0.4157;447;0.447;1106;1.106;50317;50.32;20.621;721;0.78;2.43;0.136;0.067;0.011;0.042;0.57;0.31;;1.78;0.175;0.156;0.007;0.007;;3.39
CR;ZR-1696;93347.781;20632;3081.463;93348.396;20631.219;3085.337;93347.166;20632.782;3077.588;GMCOMP02-668;90;98;8;0.875;0.48;0.08;;0.64;;AND;QSE;CUO;CUO;4;3;12;2026;0.853;0.539;0.079;0.137;0.725;0.161;;0.25;0.079;0.11;0.001;0.037;;5.84;;;54;51.9;53;8.5;15.3;3.2468;3.4;26.4;0.0264;457.5;0.4575;642;0.642;227.3;0.2273;52002;52;21.897;718;0.84;2.52;0.398;0.096;0.014;0.342;0.28;0.86;;0.28;0.25;0.268;0.004;0.004;;3.58
CR;ZR-1696;93345.321;20635.128;3065.965;93345.936;20634.346;3069.84;93344.706;20635.91;3062.091;GMCOMP02-669;106;114;8;2.022;0.388;1.455;;0.911;;AND;QSE;SSE;SSE;3;1;12;2026;2.002;0.381;1.426;0.06;0.903;0.03;;1.39;0.081;0.12;0.003;0.043;;4.8;;;78;71.4;76.4;16.7;38.7;6.62045;3;38.9;0.03887;;0.40547;;0.553;;0.9366;52128;52.13;21.815;693;1.46;1.59;0.453;0.328;0.03;0.075;0.79;0.17;;1.46;0.269;0.277;0.011;0.011;;4.59
CR;ZR-2163;93439.495;20604.025;3062.839;93440.401;20603.006;3066.6;93438.587;20605.042;3059.079;GMCOMP02-670;14;22;8;0.544;0.119;0.386;0.02;0.928;0.037;AND;CLO;SSE;SSE;1;1;12;2026;0.549;0.096;0.415;0.013;0.931;0.024;;0.72;0.109;0.102;0.002;0.033;;3.65;;;90.9;84.4;90.3;17.7;24.8;3.06015;3.2;24.8;0.02477;;0.36119;;0.607;;0.981;47572;47.57;20.992;711;0.62;2.55;0.051;0.029;0.009;0.017;0.75;0.33;;0.79;0.293;0.235;0.005;0.005;;3.92
CR;ZR-1698;93275.319;20553.599;3053.793;93274.567;20554.524;3057.611;93276.033;20552.706;3049.96;GMCOMP02-671;112;120;8;0.54;0.09;0.415;;0.935;;AND;QSE;SSE;SSE;3;1;12;2026;0.568;0.092;0.421;0.011;0.903;0.019;;0.95;0.078;0.079;0.002;0.031;;3.09;;;88.9;88.2;88.9;14.4;22.1;3.2211;3.3;26.4;0.0264;374.7;0.3747;447;0.447;845.6;0.8456;52570;52.57;21.156;719;0.83;2.51;0.064;0.02;0.016;0.04;0.56;0.63;;0.79;0.218;0.17;0.004;0.004;;2.85
CR;ZR-1698;93271.891;20557.801;3070.956;93271.126;20558.737;3074.769;93272.656;20556.864;3067.144;GMCOMP02-672;94;102;8;0.527;0.188;0.033;;0.419;;AND;QSE;CUO;SSE;4;3;12;2026;0.522;0.176;0.128;0.156;0.582;0.299;;0.45;0.078;0.094;0.003;0.034;;4.18;;;35.3;31.1;32.5;18.9;21.4;2.2333;3.4;45.7;0.0457;461.5;0.4615;669;0.669;985.5;0.9855;50458;50.46;20.93;722;0.79;2.58;0.346;0.063;0.016;0.285;0.23;0.82;;0.5;0.224;0.229;0.006;0.006;;4.02
CR;ZR-2156;93310.582;20569.554;3078.958;93309.76;20570.416;3082.777;93311.397;20568.699;3075.136;GMCOMP02-673;60;68;8;0.915;0.638;0.051;0.224;0.753;0.245;AND;QSE;CUO;CUO;4;3;12;2026;1.037;0.727;0.045;0.16;0.744;0.154;;0.05;0.091;0.117;0.003;0.038;;3.84;;;66.5;66.6;66.6;12.7;23.3;3.902;3;27.7;0.0277;337.2;0.3372;557;0.557;1014.6;1.0146;51047;51.05;20.58;715;0.73;2.31;0.354;0.093;0.017;0.27;0.31;0.76;;0.18;0.249;0.204;0.006;0.006;;3.78
CR;ZR-2156;93313.833;20566.155;3063.665;93313.021;20566.995;3067.491;93314.644;20565.315;3059.839;GMCOMP02-674;76;84;8;0.523;0.298;0.094;0.136;0.75;0.26;AND;CLO;CUO;CUO;4;3;12;2026;0.563;0.279;0.14;0.081;0.744;0.144;;0.19;0.075;0.098;0.004;0.038;;3.19;;;72.7;65.3;70.5;16.7;22.3;2.7775;3.4;42;0.042;499;0.499;626;0.626;1592.2;1.5922;49699;49.7;11.36;718;0.81;2.62;0.156;0.051;0.008;0.086;0.38;0.55;;0.24;0.215;0.23;0.007;0.076;;2.7
CR;ZR-1683;93419.149;20556.543;3074.867;93419.99;20555.597;3078.662;93418.308;20557.49;3071.073;GMCOMP02-675;98;106;8;1.548;0.6;0.735;;0.862;;AND;CLO;CUO;CUO;4;3;12;2026;1.468;0.597;0.728;0.06;0.903;0.041;;0.96;0.102;0.145;0.002;0.041;;4.43;;;82.5;85.6;83;12.8;32.2;5.44;3;18.4;0.01835;315;0.31504;567;0.567;886.17;0.8862;46000;46;22;699;1.22;1.8;0.266;0.109;0.059;0.077;0.63;0.29;;0.86;0.296;0.291;0.005;0.094;;4.15
CR;ZR-1683;93415.42;20560.83;3057.788;93416.218;20559.862;3061.586;93414.623;20561.799;3053.99;GMCOMP02-676;116;124;8;0.403;0.09;0.282;;0.923;;AND;CLO;SSE;SSE;1;1;12;2026;0.424;0.09;0.314;0.007;0.953;0.017;;0.82;0.11;0.098;0.002;0.037;;3.89;;;89.6;92.3;89.8;18;24;2.809245;3.3;26.7;0.02667;409.4;0.40943;608;0.608;863.425;0.8634;45705;45.71;19.983;711;1.02;2.25;0.045;0.029;0.009;0.006;0.84;0.13;;0.81;0.305;0.261;0.005;0.097;;4.22
CR;ZR-1682;93457.526;20575.792;3077.858;93456.965;20576.645;3081.726;93458.086;20574.94;3073.99;GMCOMP02-677;98;106;8;0.787;0.487;0.028;;0.654;;AND;QSE;CUO;CUO;4;3;12;2026;0.767;0.508;0.073;0.123;0.757;0.16;;0.18;0.107;0.116;0.003;0.031;;3.08;;;64.5;65.5;64.8;14.69;22.43;3.204065;3.3;6.2;0.006238;323.5;0.32352;;0.444;;0.9633;49362;49.36;21.486;718;0.85;2.44;0.28;0.103;0.016;0.142;0.43;0.51;;0.14;0.262;0.227;0.004;0.07;;3
CR;ZR-1682;93460.886;20570.728;3054.64;93460.326;20571.562;3058.512;93461.445;20569.894;3050.769;GMCOMP02-678;122;130;8;0.552;0.115;0.405;;0.942;;AND;QSE;SSE;SSE;3;1;12;2026;0.564;0.103;0.402;0.008;0.895;0.014;;1.35;0.064;0.078;0.002;0.018;;2.56;;;89.5;93.8;89.9;13.3;21.4;3.428725;3.3;46.7;0.046655;317.6;0.31756;;0.437;;0.9051;50977;50.98;21.671;717;0.84;2.43;0.06;0.049;0.006;0.006;0.92;0.1;;1.32;0.145;0.14;0.003;0.036;;2.54
CR;ZR-1799;93508.224;20534.47;3069.751;93507.378;20535.371;3073.555;93509.059;20533.575;3065.943;GMCOMP02-679;108;116;8;0.757;0.23;0.438;;0.882;;AND;QSE;SSE;SSE;3;1;12;2026;0.815;0.241;0.543;0.013;0.962;0.016;;0.91;0.119;0.12;0.004;0.059;;4.72;;;86.1;78.1;84.9;17.9;27.7;3.61075;3.1;37.2;0.0372;386.5;0.38649;;0.466;;1.0046;50128;50.13;20.868;707;1.05;2.04;0.115;0.082;0.023;0.012;0.91;0.1;;0.95;0.316;0.241;0.007;0.137;;5.1
CR;ZR-1795;93406.237;20491.634;3072.131;93405.456;20492.634;3075.924;93407.019;20490.634;3068.337;GMCOMP02-680;96;104;8;0.767;0.357;0.328;;0.893;;AND;QSE;CUO;SSE;4;3;12;2026;0.843;0.231;0.416;0.039;0.767;0.046;;1.09;0.044;0.051;0.003;0.016;;2.32;;;86.8;78.9;85.6;11.2;21.5;3.66865;3.2;45.9;0.0459;326;0.32596;;0.369;;1.0495;48766;48.77;21.486;718;0.83;2.37;0.114;0.064;0.011;0;0.66;0;;0.95;0.134;0.103;0.003;0.03;;2.24
